Hotel_id,Hotel_name,Location,City,Category,Type,Lunch,Dinner,Child with bed,Child without bed,Flower bed,Candle light,Cake,Fruit Basket,Season1(18th March to 14th April),Season2(15th April to 30th April),Season3(01st May to 31st May),Season4 (01st Jun to 14th Jun),Season 5(15th Jun 30th Jun),Season 6(01st Jul to 31st Jul ),Season 7 (01st Aug to 15 Aug),Season 8(16th Aug to 10th Sep),Season 9(11st Sep to 30th Sep),
HOTEL5097,Haveli Backwater Resort,"Finishing Point Road, Finishing Point, Alappuzha, Kerala 688013  \ Ph.0477 226 4444",44,3STAR,Royal Deluxe\Grand Royal\Haveli Suite,472\472\472\472\472\472\472\472\472,472\472\472\472\472\472\472\472\472,1000\1000\1000\1000\1000\1000\1000\1000\1000,750\750\750\750\750\750\750\750\750,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2520\2755\2835,2520\2755\2835,2520\2755\2835,2520\2755\2835,2520\2755\2835,2520\2755\2835,2520\2755\2835,2520\2755\2835,2520\2755\2835,
HOTEL5100,Punnamada Resort,Reservations I Punnamada Resort I Punnamada I Alappuzha I Kerala I India I 688006.Ph:+91 477 2233690\91\92 I Fax+91 477 2233694 Mobile : 91-9746223366,44,4STAR,Garden villa\Heritage Garden villa\Duplex villa\Lake view villa,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,1000\1000\1000\1000\1000\1000\1000\1000\1000,4800\5800\6800\8800,4800\5800\6800\8800,4800\5800\6800\8800,4800\5800\6800\8800,4800\5800\6800\8800,4800\5800\6800\8800,4800\5800\6800\8800,4800\5800\6800\8800,4800\5800\6800\8800,
HOTEL5101,Punnamada House Boat,Reservations I Punnamada Resort I Punnamada I Alappuzha I Kerala I India I 688006.Ph:+91 477 2233690\91\92 I Fax+91 477 2233694 Mobile : 91-9746223366,44,House Boat,Ultra luxury House Boat  01 Bed Room \ Luxury House Boat  01 Bed Room,1\1\1\1\1\1\1\1\1,1\1\1\1\1\1\1\1\1,5000\5000\5000\5000\5000\5000\5000\5000\5000,3000\3000\3000\3000\3000\3000\3000\3000\3000,2000\2000\2000\2000\2000\2000\2000\2000\2000,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,1000\1000\1000\1000\1000\1000\1000\1000\1000,21000\17000,21000\17000,21000\17000,21000\17000,21000\17000,21000\17000,21000\17000,21000\17000,21000\17000,
HOTEL5102,Punnamada House Boat,Reservations I Punnamada Resort I Punnamada I Alappuzha I Kerala I India I 688006.Ph:+91 477 2233690\91\92 I Fax+91 477 2233694 Mobile : 91-9746223366,44,House Boat,Premium House Boat  01 Bed Room\Premium House Boat 02 Bed Room ,1\1\1\1\1\1\1\1\1,1\1\1\1\1\1\1\1\1,3000\3000\3000\3000\3000\3000\3000\3000\3000,2000\2000\2000\2000\2000\2000\2000\2000\2000,2000\2000\2000\2000\2000\2000\2000\2000\2000,0\0\0\0\0\0\0\0\0,1000\1000\1000\1000\1000\1000\1000\1000\1000,1000\1000\1000\1000\1000\1000\1000\1000\1000,11000\8500,11000\8500,11000\8500,11000\8500,11000\8500,11000\8500,11000\8500,11000\8500,11000\8500,
HOTEL5106,Hotel Picasso Castle,"Thondankulangara Junction, Thondankulangara - Punnamada Rd, Thondankulangara, Thathampally, Alappuzha (Alleppey), Kerala 688013 Ph :04776452525",44,2STAR,Standard AC\Deluxe Ac \Super Deluxe Ac\Suite AC,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,300\300\300\300\300\300\300\300\300,200\200\200\200\200\200\200\200\200,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1500\1700\1800\2200,1500\1700\1800\2200,1500\1700\1800\2200,1300\1500\1700\2000,1300\1500\1700\2000,1300\1500\1700\2000,1300\1500\1700\2000,1300\1500\1700\2000,1300\1500\1700\2000,
HOTEL5107,Arcadia Regency,"N.H 47, Near Iron Bridge, Alappuzha, Kerala 688001 PH :0477 2230414",44,3STAR,Deluxe\Luxury\Suite,375\375\375\375\375\375\375\375\375,375\375\375\375\375\375\375\375\375,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,1500\1500\1500\1500\1500\1500\1500\1500\1500,500\500\500\500\500\500\500\500\500,750\750\750\750\750\750\750\750\750,650\650\650\650\650\650\650\650\650,1600\1900\3000,1600\1900\3000,1600\1900\3000,1600\1900\3000,1600\1900\3000,1600\1900\3000,1600\1900\3000,1600\1900\3000,1600\1900\3000,
HOTEL5108,Ramada,"Nehru Trophy Boat Race Finishing Point Stadium, Finishing Point Road, Punnamada, Finishing Point, Alappuzha, Kerala 688001  ",44,4STAR,Superior\Premier\Junior Suite\Royal Suite\Presidential suite ,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,1800\1800\1800\1800\1800\1800\1800\1800\1800,600\600\600\600\600\600\600\600\600,2500\2500\2500\2500\2500\2500\2500\2500\2500,5000\5000\5000\5000\5000\5000\5000\5000\5000,700\700\700\700\700\700\700\700\700,600\600\600\600\600\600\600\600\600,3650\5750\8200\12150\60600,3650\5750\8200\12150\60600,3650\5750\8200\12150\60600,3200\3700\4500\5500\6500,3650\5750\8200\12150\60600,3650\5750\8200\12150\60600,3650\5750\8200\12150\60600,3650\5750\8200\12150\60600,3650\5750\8200\12150\60600,
HOTEL5109,The World Backwaters,"Kannankara-Thaneermukkom Road, Kannankara Post, Thanneermukkom, Alappuzhaa, Kerala 688527 Phone: 0478 258 3939",44,4STAR,Stream Villa\Lake view Room\Lake view cottage\Executive villa with pool\Presidential pool villa,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,1000\1000\1000\1000\1000\1000\1000\1000\1000,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,3750\4300\5900\8500\12000,3750\4300\5900\8500\12000,3750\4300\5900\8500\12000,3750\4300\5900\8500\12000,3750\4300\5900\8500\12000,3750\4300\5900\8500\12000,3750\4300\5900\8500\12000,3750\4300\5900\8500\12000,3750\4300\5900\8500\12000,
HOTEL5110,Pagoda Resort,"Near Kallupalam, Chungam Road, Alappuzha, Kerala 688011 Phone: 0477 225 2549",44,3STAR,Semi Deluxe\Deluxe\Deluxe Superior\Cottage\Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,1150\1150\1150\1150\1150\1150\1150\1150\1150,850\850\850\850\850\850\850\850\850,1000\1000\1000\1000\1000\1000\1000\1000\1000,1100\1100\1100\1100\1100\1100\1100\1100\1100,1000\1000\\1000\1000\1000\1000\1000\1000\1000,1000\1000\\1000\1000\1000\1000\1000\1000\1000,2400\3150\3400\4000\4700,2400\3150\3400\4000\4700,2400\3150\3400\4000\4700,2400\3150\3400\4000\4700,2400\3150\3400\4000\4700,2400\3150\3400\4000\4700,2400\3150\3400\4000\4700,2400\3150\3400\4000\4700,2400\3150\3400\4000\4700,
HOTEL5112,Spice Grove,"No. 1\39K, Thekkady - Munnar Road, Anakkara, Idukki District, Kalladathur,, Kerala 685512,Phone: 04868 282 114",44,4STAR,Deluxe\Premium\Family Suite\Honeymoon Suite,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,700\700\700\700\700\700\700\700\700,300\300\300\300\300\300\300\300\300,1500\1500\1500\1500\1500\1500\1500\1500\1500,1400\1400\1400\1400\1400\1400\1400\1400\1400,750\750\750\750\750\750\750\750\750,650\650\650\650\650\650\650\650\650,2500\3000\5000\5500,2500\3000\5000\5500,2500\3000\5000\5500,2500\3000\5000\5500,2500\3000\5000\5500,2500\3000\5000\5500,2500\3000\5000\5500,2500\3000\5000\5500,2500\3000\5000\5500,
HOTEL5113,Silvercrest Thekkady,"Thekkady Road Kumily, Thekkadi, Kerala 685509, Phone:04869 222 481 ",54,2STAR,Standard,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,800\800\800\800\800\800\800\800\800,800\800\800\800\800\800\800\800\800,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,2000,2000,2000,2000,2000,2000,2000,2000,2000,
HOTEL5114,Elephant Court,"Amalambika Rd, Thekkady, Kumily, Kerala 685509Phone: 096338 11199",54,5STAR,Patio\Garden Suite\Honeymoon Suite\Pool Studio,650\650\650\650\650\650\650\650\650,650\650\650\650\650\650\650\650\650,1500\1500\1500\1500\1500\1500\1500\1500\1500,500\500\500\500\500\500\500\500\500,1500\1500\1500\1500\1500\1500\1500\1500\1500,3000\3000\3000\3000\3000\3000\3000\3000\3000,600\600\600\600\600\600\600\600\600,500\500\500\500\500\500\500\500\500,4000\7000\9000\18000,4000\7000\9000\18000,4000\7000\9000\18000,4000\7000\9000\18000,4000\7000\9000\18000,4000\7000\9000\18000,4000\7000\9000\18000,4000\7000\9000\18000,4000\7000\9000\18000,
HOTEL5115,Sandra Palace,"Thekkady Jn.,Opp. Lourde Church Lake Road,, Kumily, Kerala 685509 04869 224 561",54,2STAR,Deluxe Non AC \Superior Non AC\Luxury Non AC,800\800\800\800\800\800\800\800\800,800\800\800\800\800\800\800\800\800,550\550\550\550\550\550\550\550\550,300\300\300\300\300\300\300\300\300,750\750\750\750\750\750\750\750\750,1200\1200\1200\1200\1200\1200\1200\1200\1200,650\650\650\650\650\650\650\650\650,600\600\600\600\600\600\600\600\600,1400\1900\2400,1400\1900\2400,1400\1900\2400,1400\1900\2400,1400\1900\2400,1400\1900\2400,1400\1900\2400,1400\1900\2400,1400\1900\2400,
HOTEL5116,Blooming Paradise,"Kumily Thekkady Rd, Thekkady, Kumily, Kerala 685509  Phone: 04869 222 687",54,2STAR,Standard\Deluxe\Superior\AC Deluxe,250\250\250\250\250\250\250\250\250,250\250\250\250\250\250\250\250\250,300\300\300\300\300\300\300\300\300,150\150\150\150\150\150\150\150\150,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,300\300\300\300\300\300\300\300\300,250\250\250\250\250\250\250\250\250,1200\1300\1400\1700,1200\1300\1400\1700,1200\1300\1400\1700,1200\1300\1400\1700,1200\1300\1400\1700,1200\1300\1400\1700,1200\1300\1400\1700,1200\1300\1400\1700,1200\1300\1400\1700,
HOTEL5117,Season Thekkady,"01, Munnar-Kumily Hwy, Thekkady, Kumily, Kerala 685509 Phone: 04869 224 847    ",54,2STAR,Classic\Classic Executive\Seasons Suite,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,650\650\650\650\650\650\650\650\650,300\300\300\300\300\300\300\300\300,1000\1000\1000\1000\1000\1000\1000\1000\1000,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1300\1800\2300,1300\1800\2300,1300\1800\2300,1300\1800\2300,1300\1800\2300,1300\1800\2300,1300\1800\2300,1300\1800\2300,1300\1800\2300,
HOTEL5118,Poetree Sarovar Portico,"Ottakathalamedu, Amaravathy P.O.,Thekkady, Kumily, Kerala 685509  Phone: 086069 98448",54,4STAR,Club\Deluxe Cottage\Poetree Reserva\Prive Suite,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,1600\1600\1600\1600\1600\1600\1600\1600\1600,800\800\800\800\800\800\800\800\800,2000\2000\2000\2000\2000\2000\2000\2000\2000,0\0\0\0\0\0\0\0\0,1000\1000\\1000\1000\1000\1000\1000\1000\1000,1000\1000\\1000\1000\1000\1000\1000\1000\1000,4800\7000\13000\16000,4800\7000\13000\16000,4800\7000\13000\16000,4800\7000\13000\16000,4800\7000\13000\16000,4800\7000\13000\16000,4800\7000\13000\16000,4800\7000\13000\16000,4800\7000\13000\16000,
HOTEL5119,Holiday Vista," KK Road, Thekkady, Idukki, Kumily, Kerala 685509 Phone: 04869 224 800",54,4STAR,Standard \Deluxe\Suite ,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,600\600\600\600\600\600\600\600\600,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\\1000\1000\1000\1000\1000\1000\1000,1000\1000\\1000\1000\1000\1000\1000\1000\1000,3200\3400\4400,3200\3400\4400,3200\3400\4400,3200\3400\4400,3200\3400\4400,3200\3400\4400,3200\3400\4400,3200\3400\4400,3200\3400\4400,
HOTEL5120,Peppervine,"Thamarakandom Road, Thekkady, Near Thekkady Bypass Road, Kumily, Kerala 685509 Phone: 04869 222 220",54,3STAR,Deluxe\Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,300\300\300\300\300\300\300\300\300,1500\1500\1500\1500\1500\1500\1500\1500\1500,3000\3000\3000\3000\3000\3000\3000\3000\3000,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,2400\4000,2400\4000,2400\4000,2400\4000,2400\4000,2400\4000,2400\4000,2400\4000,2400\4000,
HOTEL5121,Cardamom County,"Kumily Thekkady Road, Periyar, Kerala 685536 Phone: 04869 224 501",54,4STAR,Periyar Cottage Non Ac\Periyar Cottage Ac\Country Cottage Ac\Suite Ac,1000\1000\1000\1000\1000\1000\1000\1000\1000,1000\1000\1000\1000\1000\1000\1000\1000\1000,1980\1980\1980\1980\1980\1980\1980\1980\1980,880\880\880\880\880\880\880\880\880,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\\1000\1000\1000\1000\1000\1000\1000,800\800\800\800\800\800\800\800\800,4400\4950\6600\11000,4400\4950\6600\11000,4400\4950\6600\11000,4400\4950\6600\11000,4400\4950\6600\11000,4400\4950\6600\11000,4400\4950\6600\11000,4400\4950\6600\11000,4400\4950\6600\11000,
HOTEL5122,Carmelia Haven ,"Vandanmedu, Idukki, Thekkady, Kerala 685551 Phone: 04868 270 252",54,4STAR,Deluxe\Deluxe Cottage\Cave Room\Jaccuzzi Villa\ Tree house,700\700\700\700\700\700\700\700\700,700\700\700\700\700\700\700\700\700,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,4000\4000\4000\4000\4000\4000\4000\4000\4000,0\0\0\0\0\0\0\0\0,1000\1000\\1000\1000\1000\1000\1000\1000\1000,1000\1000\\1000\1000\1000\1000\1000\1000\1000,3800\4100\4100\8000\10000,3800\4100\4100\8000\10000,3800\4100\4100\8000\10000,3800\4100\4100\8000\10000,3800\4100\4100\8000\10000,3800\4100\4100\8000\10000,3800\4100\4100\8000\10000,3800\4100\4100\8000\10000,3800\4100\4100\8000\10000,
HOTEL5123,Spice Village,"Kumily Thekkady Rd, Thekkady, Kumily, Kerala 685509 Phone: 0484 301 1711",54,4STAR,Standard Villa\Deluxe Villa,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\\1000\1000\1000\1000\1000\1000\1000,1000\1000\\1000\1000\1000\1000\1000\1000\1000,7125\9000,7125\9000,7125\9000,7125\9000,7125\9000,7125\9000,7125\9000,7125\9000,7125\9000,
HOTEL5124,Lake Palace (APAI),"Thekkady, Idukki, Kerala 685536 Phone: 04869 223 887",54,4STAR,Premium\Suite,1\1\1\1\1\1\1\1\1,1\1\1\1\1\1\1\1\1,4732\4732\4732\4732\4732\4732\4732\4732\4732,2366\2366\2366\2366\2366\2366\2366\2366\2366,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\\1000\1000\1000\1000\1000\1000\1000,1000\1000\\1000\1000\1000\1000\1000\1000\1000,10729\ 15879,10729\ 15879,10729\ 15879,10729\ 15879,10729\ 15879,10729\ 15879,10729\ 15879,10729\ 15879,10729\ 15879,
HOTEL5125,Aranya Nivas Jungle Resort(MAPAI),"Thekkady P.O., Kumily, Kerala 685536 Phone: 04869 222 023",54,4STAR,Deluxe\Premium\Suite,850\850\850\850\850\850\850\850,1\1\1\1\1\1\1\1\1,2077\2077\2077\2077\2077\2077\2077\2077\2077,1038\1038\1038\1038\1038\1038\1038\1038\1038,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\\1000\1000\1000\1000\1000\1000\1000,1000\1000\\1000\1000\1000\1000\1000\1000\1000,4698\5169\6678,4698\5169\6678,4698\5169\6678,4698\5169\6678,4698\5169\6678,4698\5169\6678,4698\5169\6678,4698\5169\6678,4698\5169\6678,
HOTEL5126,Hotel Tree Top,"Kumily Thekkady Road, Thekkady, Idukki, Kerala 685536, Phone:04869 223 287",54,3STAR,Deluxe\Cottage\Bungalow 04 Bed Room,550\550\550\550\550\550\550\550\550,550\550\550\550\550\550\550\550\550,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,2500\2500\2500\2500\2500\2500\2500\2500\2500,0\0\0\0\0\0\0\0\0,900\900\900\900\900\900\900\900\900,800\800\800\800\800\800\800\800\800,2700\3300\9000,2700\3300\9000,2700\3300\9000,2700\3300\9000,2700\3300\9000,2700\3300\9000,2700\3300\9000,2700\3300\9000,2700\3300\9000,
HOTEL5127,Periyar Meadows,"Thekkady Road, Kumily, Kerala 685509,Phone:04869 224 123",54,3STAR,Deluxe\Cottage\Bungalow 04 Bed Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,400\400\400\400\400\400\400\400\400,1000\1000\1000\1000\1000\1000\1000\1000\1000,1500\1500\1500\1500\1500\1500\1500\1500\1500,650\650\650\650\650\650\650\650\650,600\600\600\600\600\600\600\600\600,1700\2200\2700\3200,1700\2200\2700\3200,1700\2200\2700\3200,1700\2200\2700\3200,1700\2200\2700\3200,1700\2200\2700\3200,1700\2200\2700\3200,1700\2200\2700\3200,1700\2200\2700\3200,
HOTEL5128,Tigers Roare,"Near Entrance Gate, Periyar Tiger Reserve, Thekkady, Kumily, Kerala 685536 Phone: 094962 49999",54,3STAR,Imperia Deluxe\Elite honeymoon Deluxe\Royal Deluxe\Presidential Deluxe,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,750\750\750\750\750\750\750\750\750,300\300\300\300\300\300\300\300\300,1500\1500\1500\1500\1500\1500\1500\1500\1500,1200\1200\1200\1200\1200\1200\1200\1200\1200,600\600\600\600\600\600\600\600\600,500\500\500\500\500\500\500\500\500,2800\3600\4700\6400,2800\3600\4700\6400,2800\3600\4700\6400,2800\3600\4700\6400,2800\3600\4700\6400,2800\3600\4700\6400,2800\3600\4700\6400,2800\3600\4700\6400,2800\3600\4700\6400,
HOTEL5129,Abad Green Forest,"Opposite RC Church, Thekkady Junction, Kumily, Kerala 685509  Phone: 04869 224 751",54,3STAR,Jungle logde\Jungle Cottage,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,250\250\250\250\250\250\250\250\250,1000\1000\1000\1000\1000\1000\1000\1000\1000,250\250\250\250\250\250\250\250\250,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,3000\3750,3000\3750,3000\3750,3000\3750,3000\3750,3000\3750,3000\3750,3000\3750,3000\3750,
HOTEL5130,Grand Thekkady,"Lake Palace Ferry ,Thekkady, Kerala, 685509 Phone: 04869 222 797",54,3STAR,Deluxe Non Ac\Super Deluxe\Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,400\400\400\400\400\400\400\400\400,1000\1000\1000\1000\1000\1000\1000\1000\1000,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1500\2300\3500,1500\2300\3500,1500\2300\3500,1500\2300\3500,1500\2300\3500,1500\2300\3500,1500\2300\3500,1500\2300\3500,1500\2300\3500,
HOTEL5131,Jungle Park Resort,"Lake Road, Thekkady, Kumily, Kerala 685509 Phone: 085890 08307",54,3STAR,Jungle view standard\Jungle view Deluxe\Jungle view venus\Triple view Family\Jungle view Family,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,800\800\800\800\800\800\800\800\800,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,1750\1850\2750\2800\4000,1750\1850\2750\2800\4000,1950\2200\2900\3100\4000,1750\1850\2750\2800\4000,1750\1850\2750\2800\4000,1750\1850\2750\2800\4000,1750\1850\2750\2800\4000,1750\1850\2750\2800\4000,1750\1850\2750\2800\4000,
HOTEL5132,Coffee Routes ,"Thekkady, Kumily, Kerala 685509 Phone: 0484 699 9996 ",54,2STAR,Coffe banglow\Coffee been club house,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,750\750\750\750\750\750\750\750\750,500\500\500\500\500\500\500\500\500,750\750\750\750\750\750\750\750\750,2000\2000\2000\2000\2000\2000\2000\2000\2000,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,2300\3200,2300\3200,2300\3200,2300\3200,2300\3200,2300\3200,2300\3200,2300\3200,2300\3200,
HOTEL5133,Thekkady Woods,"Anavachal Road,Labbakandam bye pass road, Thekkady, Kumily, Idukki, Kerala 685509 Phone: 097477 74903",54,2STAR,Deluxe Non Ac\Premium Non Ac\Suite Non Ac,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,600\600\600\600\600\600\600\600\600,1200\1200\1200\1200\1200\1200\1200\1200\1200,600\600\600\600\600\600\600\600\600,600\600\600\600\600\600\600\600\600,1499\1999\3199,1499\1999\3199,1499\1999\3199,1499\1999\3199,1499\1999\3199,1499\1999\3199,1499\1999\3199,1499\1999\3199,1499\1999\3199,
HOTEL5134,Silvercrest Thekkady,"Thekkady Road Kumily, Thekkadi, Kerala 685509 Phone: 04869 222 481 ",54,2STAR,Standard,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,800\800\800\800\800\800\800\800\800,800\800\800\800\800\800\800\800\800,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,2000,2000,2000,2000,2000,2000,2000,2000,2000,
HOTEL5136,Lake Song," Ammankari Road, Kumarakom, Kerala 686563, Phone:094460 01498",51,4STAR,Punnamada\Ashtamudi\Vembanadu,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1470\1470\1470\1470\1470\1470\1470\1470\1470,1050\1050\1050\1050\1050\1050\1050\1050\1050,1800\1800\1800\1800\1800\1800\1800\1800\1800,1800\1800\1800\1800\1800\1800\1800\1800\1800,750\750\750\750\750\750\750\750\750,600\600\600\600\600\600\600\600\600,4300\5370\6440,4300\5370\6440,4300\5370\6440,4300\5370\6440,4300\5370\6440,4300\5370\6440,4300\5370\6440,4300\5370\6440,4300\5370\6440,
HOTEL5139,Royal Rivera,"Cheepunkal, Kavanattinkara, Kumarakom, Kerala 686563, Phone: 0481 252 6702",51,3STAR,Deluxe\Executive Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,2200\3000,2200\3000,2200\3000,2200\3000,2200\3000,2200\3000,2200\3000,2200\3000,2200\3000,
HOTEL5140,Rudra House Boat(Deluxe)," Cheepunkal, Kavanattinkara, Kumarakom, Kerala 686563,Phone:0481 252 6703",51,House Boat,01 Bed Room Deluxe\02 Bed Room Deluxe\03 Bed Room Deluxe,1\1\1\1\1\1\1\1\1,1\1\1\1\1\1\1\1\1,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,1250\1250\1250\1250\1250\1250\1250\1250\1250,0\0\0\0\0\0\0\0\0,1000\1000\\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,7000\5250\4670,7000\5250\4670,7000\5250\4670,7000\5250\4670,7000\5250\4670,7000\5250\4670,7000\5250\4670,7000\5250\4670,7000\5250\4670,
HOTEL5141,Rudra House Boat(Premium)," Cheepunkal, Kavanattinkara, Kumarakom, Kerala 686563,Phone:0481 252 6703",51,House Boat,01 Bed Room Premium\02 Bed Room Premium\03 Bed Room Premium,1\1\1\1\1\1\1\1\1,1\1\1\1\1\1\1\1\1,1500\1500\1500\1500\1500\1500\1500\1500\1500,750\750\750\750\750\750\750\750\750,1250\1250\1250\1250\1250\1250\1250\1250\1250,0\0\0\0\0\0\0\0\0,1000\1000\\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,8000\6250\5170,8000\6250\5170,8000\6250\5170,8000\6250\5170,8000\6250\5170,8000\6250\5170,8000\6250\5170,8000\6250\5170,8000\6250\5170,
HOTEL5142,Aveda Kumarakom,"V\240-A, Ammankari Road, Kumarakom, Near Nazarath Church, Kottayam, Kerala 686563 Phone: 0481 252 5500",51,4STAR,Lake view Terrace Luxury\Lake view Luxury Cottage\Lake view Luxury villa with plunge pool\Lake view Terrace suite\Lake front Luxury villa plunge pool,1000\1000\1000\1000\1000\1000\1000\1000\1000,1000\1000\1000\1000\1000\1000\1000\1000\1000,2500\2500\2500\2500\2500\2500\2500\2500\2500,750\750\750\750\750\750\750\750\750,4500\4500\4500\4500\4500\4500\4500\4500\4500,0\0\0\0\0\0\0\0\0,1000\1000\\1000\1000\1000\1000\1000\1000\1000,1000\1000\\1000\1000\1000\1000\1000\1000\1000,7000\9000\11500\15500\14500,7000\9000\11500\15500\14500,7000\9000\11500\15500\14500,7000\9000\11500\15500\14500,7000\9000\11500\15500\14500,7000\9000\11500\15500\14500,7000\9000\11500\15500\14500,7000\9000\11500\15500\14500,7000\9000\11500\15500\14500,
HOTEL5143,Cocobay Resort,"Kumarakom North, Near Taj Vivanta, Kottayam, Kerala 686563 Phone: 0481 252 3200 ",51,3STAR,Suite\Famiy Suite,512\512\512\512\512\512\512\512\512,512\512\512\512\512\512\512\512\512,1151\1151\1151\1151\1151\1151\1151\1151\1151,700\700\700\700\700\700\700\700\700,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1000\1000\\1000\1000\1000\1000\1000\1000\1000,1000\1000\\1000\1000\1000\1000\1000\1000\1000,4123\6020,4123\6020,4123\6020,4123\6020,4123\6020,4123\6020,4123\6020,4123\6020,4123\6020,
